number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC100230,New,True,3,1,5,False,user3,user3,2024-09-02 02:42:00,user5,2024-09-02 02:42:00,user5,2024-09-02 08:42:00,Phone,Bangalore,Database,Deadlock,Deadlock issue observed,Server-19,Medium,High,P2,Security Team,user1,True,False,False,PRB4725,RFC7531,Azure,User Error,Duplicate,user1,2024-09-02 03:42:00,2024-09-02 08:42:00
INC100231,Closed,True,4,1,8,True,user2,user4,2023-06-28 14:36:00,user1,2023-06-28 14:36:00,user4,2023-07-01 15:36:00,Phone,Delhi,Application,Crash,Crash issue observed,Server-53,High,Low,P1,DB Team,user1,False,True,False,PRB8266,RFC1289,AWS,Hardware,Solved,user2,2023-07-01 05:36:00,2023-07-01 15:36:00
INC100232,In Progress,True,5,3,2,False,user1,user5,2023-01-31 14:52:00,user2,2023-01-31 14:52:00,user1,2023-02-01 18:52:00,Portal,Bangalore,Database,Query Slow,Query Slow issue observed,Server-27,Low,Medium,P3,DB Team,user4,True,True,False,PRB2575,RFC8664,GCP,Software,Duplicate,user3,2023-01-31 18:52:00,2023-02-01 18:52:00
INC100233,Closed,False,3,1,7,False,user3,user2,2024-11-08 13:14:00,user1,2024-11-08 13:14:00,user1,2024-11-11 01:14:00,Email,Mumbai,Infrastructure,CPU,CPU issue observed,Server-13,Low,High,P3,Network Team,user2,False,True,False,PRB5369,RFC4710,AWS,User Error,Solved,user3,2024-11-10 03:14:00,2024-11-11 01:14:00
INC100234,Resolved,True,4,1,9,False,user3,user4,2023-10-29 15:19:00,user3,2023-10-29 15:19:00,user1,2023-11-01 07:19:00,Email,Bangalore,Network,Packet Loss,Packet Loss issue observed,Server-81,Medium,High,P2,DB Team,user3,False,False,True,PRB6849,RFC9020,OnPrem,Software,Cancelled,user2,2023-10-31 14:19:00,2023-11-01 07:19:00
INC100235,New,True,0,0,4,False,user1,user2,2023-12-07 16:41:00,user1,2023-12-07 16:41:00,user3,2023-12-10 17:41:00,Phone,Delhi,Infrastructure,Disk,Disk issue observed,Server-30,High,High,P1,L1 Support,user3,True,False,False,PRB5829,RFC5050,OnPrem,Network,Cancelled,user4,2023-12-09 23:41:00,2023-12-10 17:41:00
INC100236,Closed,False,5,0,1,False,user3,user2,2023-10-05 20:53:00,user2,2023-10-05 20:53:00,user3,2023-10-06 18:53:00,Email,Kolkata,Infrastructure,Memory,Memory issue observed,Server-85,High,Low,P1,L2 Support,user5,True,False,False,PRB2480,RFC6879,GCP,Network,Duplicate,user5,2023-10-06 00:53:00,2023-10-06 18:53:00
INC100237,Resolved,False,0,1,2,False,user1,user2,2023-06-02 00:45:00,user4,2023-06-02 00:45:00,user2,2023-06-04 11:45:00,Phone,Bangalore,Security,Access,Access issue observed,Server-26,High,High,P1,DB Team,user3,True,True,False,PRB2922,RFC2695,GCP,User Error,Cancelled,user2,2023-06-04 03:45:00,2023-06-04 11:45:00
INC100238,In Progress,False,3,0,5,True,user1,user2,2024-07-01 22:33:00,user5,2024-07-01 22:33:00,user4,2024-07-04 01:33:00,Phone,Delhi,Security,Vulnerability,Vulnerability issue observed,Server-74,Medium,Medium,P2,Security Team,user5,False,True,False,PRB1423,RFC5729,AWS,Software,Duplicate,user4,2024-07-03 15:33:00,2024-07-04 01:33:00
INC100239,Resolved,True,3,0,8,False,user2,user3,2024-01-11 23:47:00,user1,2024-01-11 23:47:00,user4,2024-01-15 07:47:00,Phone,Kolkata,Network,Latency,Latency issue observed,Server-85,Medium,High,P2,Security Team,user2,False,False,False,PRB6220,RFC7368,OnPrem,Software,Duplicate,user4,2024-01-14 12:47:00,2024-01-15 07:47:00
INC100240,Resolved,False,1,1,10,False,user3,user1,2024-07-08 11:15:00,user3,2024-07-08 11:15:00,user5,2024-07-09 20:15:00,Portal,Kolkata,Network,Packet Loss,Packet Loss issue observed,Server-85,High,High,P1,L1 Support,user3,False,False,False,PRB2765,RFC9495,Azure,User Error,Cancelled,user5,2024-07-09 19:15:00,2024-07-09 20:15:00
INC100241,Closed,False,0,3,10,True,user5,user4,2024-01-16 01:37:00,user3,2024-01-16 01:37:00,user5,2024-01-18 06:37:00,Phone,Delhi,Application,Error,Error issue observed,Server-56,Medium,Medium,P2,L1 Support,user2,False,True,True,PRB3882,RFC9616,Azure,Hardware,Cancelled,user2,2024-01-18 02:37:00,2024-01-18 06:37:00
INC100242,Closed,False,1,3,9,False,user2,user4,2023-09-09 06:41:00,user1,2023-09-09 06:41:00,user4,2023-09-11 22:41:00,Portal,Delhi,Network,Latency,Latency issue observed,Server-50,High,High,P1,Network Team,user1,False,False,False,PRB9676,RFC8779,AWS,Software,Duplicate,user2,2023-09-11 07:41:00,2023-09-11 22:41:00
INC100243,New,False,0,0,4,False,user4,user3,2024-08-21 19:56:00,user1,2024-08-21 19:56:00,user2,2024-08-24 14:56:00,Email,Mumbai,Security,Access,Access issue observed,Server-18,Medium,High,P2,Security Team,user2,False,True,False,PRB1507,RFC2563,Azure,Software,Cancelled,user2,2024-08-24 12:56:00,2024-08-24 14:56:00
INC100244,Closed,True,0,0,9,True,user5,user5,2024-03-22 16:11:00,user1,2024-03-22 16:11:00,user4,2024-03-24 16:11:00,Phone,Kolkata,Application,Slow Response,Slow Response issue observed,Server-57,Low,Medium,P3,L1 Support,user1,True,False,False,PRB8191,RFC1550,AWS,User Error,Solved,user1,2024-03-24 05:11:00,2024-03-24 16:11:00
INC100245,Resolved,False,5,1,1,False,user1,user4,2023-10-04 18:19:00,user2,2023-10-04 18:19:00,user1,2023-10-06 11:19:00,Phone,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-12,Medium,Low,P2,Network Team,user4,True,False,True,PRB1522,RFC4070,Azure,Network,Cancelled,user5,2023-10-06 00:19:00,2023-10-06 11:19:00
INC100246,In Progress,False,0,2,5,True,user4,user4,2024-05-03 14:42:00,user2,2024-05-03 14:42:00,user1,2024-05-07 04:42:00,Phone,Kolkata,Database,Query Slow,Query Slow issue observed,Server-18,High,Medium,P1,L2 Support,user4,True,True,False,PRB3144,RFC3850,Azure,Software,Solved,user3,2024-05-06 04:42:00,2024-05-07 04:42:00
INC100247,New,False,0,0,10,False,user3,user3,2023-02-08 04:10:00,user2,2023-02-08 04:10:00,user3,2023-02-08 17:10:00,Email,Delhi,Infrastructure,CPU,CPU issue observed,Server-12,Low,Low,P3,L1 Support,user5,True,True,False,PRB9484,RFC3078,AWS,Network,Cancelled,user3,2023-02-08 06:10:00,2023-02-08 17:10:00
INC100248,Closed,False,5,3,3,False,user4,user1,2023-04-01 01:34:00,user1,2023-04-01 01:34:00,user3,2023-04-03 08:34:00,Portal,Mumbai,Database,Query Slow,Query Slow issue observed,Server-61,Low,High,P3,DB Team,user2,False,False,True,PRB2704,RFC5386,AWS,Hardware,Solved,user5,2023-04-03 02:34:00,2023-04-03 08:34:00
INC100249,In Progress,False,1,2,3,False,user3,user4,2024-07-12 01:58:00,user3,2024-07-12 01:58:00,user1,2024-07-14 08:58:00,Phone,Bangalore,Database,Connection,Connection issue observed,Server-62,High,Low,P1,Security Team,user1,False,False,False,PRB3540,RFC4089,Azure,Hardware,Cancelled,user3,2024-07-13 09:58:00,2024-07-14 08:58:00
INC100250,Closed,True,3,0,4,False,user2,user4,2024-08-05 05:02:00,user2,2024-08-05 05:02:00,user4,2024-08-07 19:02:00,Email,Kolkata,Security,Patch,Patch issue observed,Server-31,Medium,Medium,P2,Network Team,user5,True,True,False,PRB4796,RFC7844,Azure,Hardware,Duplicate,user1,2024-08-07 00:02:00,2024-08-07 19:02:00
INC100251,Closed,True,4,1,5,False,user5,user5,2024-09-06 04:51:00,user3,2024-09-06 04:51:00,user2,2024-09-09 11:51:00,Phone,Mumbai,Network,Latency,Latency issue observed,Server-92,High,Low,P1,L2 Support,user1,False,True,False,PRB8926,RFC1968,Azure,Hardware,Duplicate,user3,2024-09-08 12:51:00,2024-09-09 11:51:00
INC100252,Closed,True,1,1,6,True,user1,user5,2024-05-10 16:31:00,user4,2024-05-10 16:31:00,user4,2024-05-12 17:31:00,Portal,Kolkata,Infrastructure,Disk,Disk issue observed,Server-56,Low,Medium,P3,Security Team,user1,True,False,True,PRB3052,RFC9276,Azure,User Error,Cancelled,user1,2024-05-12 11:31:00,2024-05-12 17:31:00
INC100253,New,False,0,0,6,True,user5,user4,2024-04-23 12:07:00,user5,2024-04-23 12:07:00,user2,2024-04-25 09:07:00,Email,Kolkata,Application,Crash,Crash issue observed,Server-100,High,Low,P1,DB Team,user3,False,True,False,PRB9553,RFC6037,OnPrem,Hardware,Duplicate,user2,2024-04-25 00:07:00,2024-04-25 09:07:00
INC100254,Closed,True,0,3,8,False,user1,user2,2023-06-25 10:17:00,user5,2023-06-25 10:17:00,user2,2023-06-27 05:17:00,Email,Kolkata,Security,Access,Access issue observed,Server-71,Low,Medium,P3,L1 Support,user4,True,True,True,PRB2231,RFC8775,GCP,User Error,Solved,user4,2023-06-26 14:17:00,2023-06-27 05:17:00
INC100255,Closed,True,5,1,9,True,user3,user3,2023-07-16 14:32:00,user2,2023-07-16 14:32:00,user4,2023-07-20 03:32:00,Phone,Delhi,Network,DNS,DNS issue observed,Server-100,High,High,P1,Security Team,user5,False,False,True,PRB1456,RFC3353,GCP,User Error,Solved,user1,2023-07-19 05:32:00,2023-07-20 03:32:00
INC100256,New,False,5,3,4,False,user2,user3,2024-09-23 00:27:00,user5,2024-09-23 00:27:00,user4,2024-09-25 15:27:00,Email,Bangalore,Application,Error,Error issue observed,Server-93,Low,Medium,P3,L1 Support,user3,False,True,True,PRB8096,RFC6460,OnPrem,Hardware,Duplicate,user1,2024-09-24 18:27:00,2024-09-25 15:27:00
INC100257,In Progress,False,2,2,6,False,user3,user2,2023-12-22 19:07:00,user4,2023-12-22 19:07:00,user1,2023-12-25 20:07:00,Phone,Kolkata,Application,Error,Error issue observed,Server-50,Low,Low,P3,Security Team,user3,False,False,False,PRB8065,RFC1535,Azure,Network,Duplicate,user3,2023-12-25 01:07:00,2023-12-25 20:07:00
INC100258,In Progress,False,0,0,8,True,user2,user5,2024-06-25 17:57:00,user3,2024-06-25 17:57:00,user4,2024-06-27 07:57:00,Email,Bangalore,Infrastructure,Memory,Memory issue observed,Server-35,Low,Medium,P3,Network Team,user3,False,False,False,PRB7995,RFC5305,AWS,Network,Cancelled,user5,2024-06-27 01:57:00,2024-06-27 07:57:00
INC100259,New,False,1,0,9,True,user2,user5,2023-01-04 05:20:00,user1,2023-01-04 05:20:00,user5,2023-01-07 05:20:00,Email,Mumbai,Database,Query Slow,Query Slow issue observed,Server-71,Low,High,P3,Network Team,user1,True,True,False,PRB8062,RFC5327,OnPrem,Network,Duplicate,user2,2023-01-06 17:20:00,2023-01-07 05:20:00
INC100260,Closed,True,0,2,1,True,user2,user4,2024-03-15 19:58:00,user3,2024-03-15 19:58:00,user1,2024-03-19 03:58:00,Phone,Kolkata,Infrastructure,CPU,CPU issue observed,Server-41,High,Low,P1,L1 Support,user4,False,True,False,PRB2005,RFC3856,AWS,Hardware,Duplicate,user1,2024-03-18 11:58:00,2024-03-19 03:58:00
INC100261,Closed,True,1,1,9,True,user3,user3,2023-03-06 19:42:00,user5,2023-03-06 19:42:00,user2,2023-03-09 03:42:00,Email,Mumbai,Network,Latency,Latency issue observed,Server-92,High,Low,P1,DB Team,user4,False,False,False,PRB2795,RFC5643,AWS,Network,Solved,user3,2023-03-08 20:42:00,2023-03-09 03:42:00
INC100262,In Progress,True,1,1,8,False,user2,user5,2023-09-11 10:55:00,user4,2023-09-11 10:55:00,user2,2023-09-13 12:55:00,Portal,Bangalore,Network,Packet Loss,Packet Loss issue observed,Server-91,Medium,Low,P2,DB Team,user4,True,True,False,PRB5688,RFC3345,OnPrem,Hardware,Cancelled,user3,2023-09-12 20:55:00,2023-09-13 12:55:00
INC100263,In Progress,True,3,0,5,False,user3,user2,2023-12-11 22:34:00,user3,2023-12-11 22:34:00,user1,2023-12-13 18:34:00,Portal,Bangalore,Database,Query Slow,Query Slow issue observed,Server-42,Low,Low,P3,L1 Support,user1,True,False,True,PRB8534,RFC4468,GCP,Hardware,Solved,user4,2023-12-13 04:34:00,2023-12-13 18:34:00
INC100264,In Progress,False,3,3,7,False,user1,user3,2023-05-01 21:03:00,user4,2023-05-01 21:03:00,user3,2023-05-05 14:03:00,Phone,Delhi,Security,Patch,Patch issue observed,Server-19,Medium,High,P2,Security Team,user1,False,True,True,PRB1130,RFC1139,OnPrem,Software,Duplicate,user1,2023-05-04 17:03:00,2023-05-05 14:03:00
INC100265,In Progress,False,5,3,6,False,user2,user4,2024-04-25 06:39:00,user5,2024-04-25 06:39:00,user3,2024-04-27 22:39:00,Phone,Delhi,Database,Query Slow,Query Slow issue observed,Server-76,Medium,High,P2,DB Team,user1,False,True,False,PRB4007,RFC7341,AWS,Network,Solved,user3,2024-04-27 06:39:00,2024-04-27 22:39:00
INC100266,In Progress,True,3,2,2,False,user1,user5,2023-02-04 08:09:00,user2,2023-02-04 08:09:00,user1,2023-02-05 21:09:00,Portal,Kolkata,Network,Latency,Latency issue observed,Server-63,High,High,P1,L2 Support,user3,False,True,True,PRB2481,RFC5758,OnPrem,Hardware,Duplicate,user4,2023-02-05 18:09:00,2023-02-05 21:09:00
INC100267,Resolved,True,1,3,8,False,user4,user3,2024-10-04 12:04:00,user4,2024-10-04 12:04:00,user4,2024-10-06 17:04:00,Email,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-90,Medium,Medium,P2,L2 Support,user3,False,True,False,PRB7503,RFC9276,AWS,Network,Duplicate,user4,2024-10-06 05:04:00,2024-10-06 17:04:00
INC100268,In Progress,True,0,2,3,True,user4,user3,2024-05-23 15:43:00,user3,2024-05-23 15:43:00,user5,2024-05-24 14:43:00,Portal,Bangalore,Network,DNS,DNS issue observed,Server-84,High,Low,P1,L2 Support,user5,True,True,True,PRB8931,RFC3453,Azure,Software,Cancelled,user3,2024-05-24 02:43:00,2024-05-24 14:43:00
INC100269,Resolved,False,3,1,4,False,user5,user3,2024-03-31 00:10:00,user3,2024-03-31 00:10:00,user3,2024-04-02 12:10:00,Portal,Mumbai,Application,Crash,Crash issue observed,Server-45,Low,High,P3,DB Team,user3,True,False,False,PRB3675,RFC4713,GCP,Software,Duplicate,user2,2024-04-01 21:10:00,2024-04-02 12:10:00
INC100270,Closed,True,5,0,6,False,user3,user3,2023-05-28 17:54:00,user2,2023-05-28 17:54:00,user1,2023-05-30 11:54:00,Email,Mumbai,Application,Slow Response,Slow Response issue observed,Server-37,Medium,Medium,P2,Network Team,user5,True,True,True,PRB4547,RFC2914,Azure,Hardware,Cancelled,user2,2023-05-29 20:54:00,2023-05-30 11:54:00
INC100271,In Progress,True,5,3,9,False,user1,user2,2023-03-15 15:44:00,user5,2023-03-15 15:44:00,user5,2023-03-18 19:44:00,Phone,Delhi,Infrastructure,CPU,CPU issue observed,Server-37,Low,Low,P3,Network Team,user1,True,False,True,PRB6911,RFC1201,GCP,Network,Solved,user1,2023-03-17 19:44:00,2023-03-18 19:44:00
INC100272,Resolved,False,1,2,10,False,user5,user2,2024-02-17 19:48:00,user1,2024-02-17 19:48:00,user4,2024-02-20 17:48:00,Email,Mumbai,Database,Deadlock,Deadlock issue observed,Server-64,Medium,High,P2,DB Team,user5,True,False,True,PRB2141,RFC6094,GCP,Network,Cancelled,user5,2024-02-19 19:48:00,2024-02-20 17:48:00
INC100273,Resolved,False,2,0,5,False,user1,user3,2024-08-04 02:24:00,user4,2024-08-04 02:24:00,user1,2024-08-05 16:24:00,Email,Delhi,Application,Slow Response,Slow Response issue observed,Server-42,High,High,P1,L2 Support,user5,True,True,True,PRB8130,RFC6696,AWS,Network,Solved,user3,2024-08-05 00:24:00,2024-08-05 16:24:00
INC100274,Resolved,False,3,2,7,False,user4,user3,2023-10-24 02:23:00,user1,2023-10-24 02:23:00,user1,2023-10-24 22:23:00,Phone,Delhi,Database,Deadlock,Deadlock issue observed,Server-50,Low,Medium,P3,L2 Support,user2,True,True,False,PRB3652,RFC6128,OnPrem,Network,Solved,user5,2023-10-24 17:23:00,2023-10-24 22:23:00
INC100275,In Progress,True,3,0,4,True,user2,user4,2023-01-15 16:36:00,user4,2023-01-15 16:36:00,user4,2023-01-17 02:36:00,Phone,Delhi,Infrastructure,CPU,CPU issue observed,Server-85,High,High,P1,L1 Support,user1,False,False,True,PRB7361,RFC3494,AWS,User Error,Solved,user3,2023-01-16 10:36:00,2023-01-17 02:36:00
INC100276,Closed,False,0,1,10,True,user3,user1,2024-09-29 09:30:00,user3,2024-09-29 09:30:00,user5,2024-10-02 05:30:00,Phone,Bangalore,Infrastructure,Memory,Memory issue observed,Server-95,Medium,High,P2,L2 Support,user1,False,False,False,PRB4666,RFC7927,Azure,Hardware,Cancelled,user2,2024-10-01 08:30:00,2024-10-02 05:30:00
INC100277,In Progress,False,4,0,1,True,user1,user3,2024-04-24 23:31:00,user4,2024-04-24 23:31:00,user1,2024-04-25 23:31:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-67,High,Medium,P1,DB Team,user3,True,True,True,PRB4027,RFC3749,OnPrem,Hardware,Duplicate,user1,2024-04-25 14:31:00,2024-04-25 23:31:00
INC100278,In Progress,False,5,2,8,True,user5,user4,2024-03-22 04:12:00,user3,2024-03-22 04:12:00,user2,2024-03-22 16:12:00,Portal,Mumbai,Infrastructure,CPU,CPU issue observed,Server-31,High,Medium,P1,Security Team,user2,False,False,True,PRB1408,RFC9220,GCP,User Error,Solved,user4,2024-03-22 09:12:00,2024-03-22 16:12:00
INC100279,New,False,4,1,9,True,user5,user4,2023-08-16 07:42:00,user5,2023-08-16 07:42:00,user1,2023-08-18 07:42:00,Phone,Mumbai,Application,Slow Response,Slow Response issue observed,Server-95,Low,Low,P3,DB Team,user1,False,True,True,PRB5916,RFC6574,OnPrem,Software,Solved,user2,2023-08-18 05:42:00,2023-08-18 07:42:00
INC100280,New,True,3,3,9,False,user1,user5,2024-03-02 21:32:00,user5,2024-03-02 21:32:00,user4,2024-03-06 05:32:00,Portal,Kolkata,Network,Latency,Latency issue observed,Server-94,Low,Low,P3,L2 Support,user3,True,False,True,PRB5399,RFC5096,Azure,Network,Duplicate,user3,2024-03-05 11:32:00,2024-03-06 05:32:00
INC100281,Closed,False,5,3,2,True,user3,user5,2023-02-11 22:23:00,user3,2023-02-11 22:23:00,user2,2023-02-15 07:23:00,Email,Kolkata,Network,DNS,DNS issue observed,Server-69,Medium,Low,P2,L2 Support,user1,False,False,True,PRB3842,RFC1742,Azure,Software,Cancelled,user1,2023-02-14 22:23:00,2023-02-15 07:23:00
INC100282,Resolved,True,2,2,5,False,user3,user2,2024-10-18 08:22:00,user2,2024-10-18 08:22:00,user4,2024-10-19 09:22:00,Phone,Mumbai,Application,Error,Error issue observed,Server-100,High,Medium,P1,Network Team,user4,False,False,False,PRB9178,RFC5905,Azure,User Error,Duplicate,user3,2024-10-19 07:22:00,2024-10-19 09:22:00
INC100283,In Progress,False,2,3,6,False,user1,user3,2024-05-01 15:11:00,user4,2024-05-01 15:11:00,user4,2024-05-04 14:11:00,Portal,Mumbai,Security,Access,Access issue observed,Server-66,Low,Low,P3,Network Team,user4,True,True,False,PRB3751,RFC4847,GCP,Hardware,Cancelled,user5,2024-05-04 07:11:00,2024-05-04 14:11:00
INC100284,Resolved,False,2,3,10,False,user2,user2,2023-10-01 14:43:00,user4,2023-10-01 14:43:00,user5,2023-10-03 11:43:00,Portal,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-53,Low,High,P3,Network Team,user1,False,True,True,PRB3216,RFC6243,Azure,User Error,Cancelled,user5,2023-10-03 04:43:00,2023-10-03 11:43:00
INC100285,New,True,5,0,6,True,user2,user4,2024-07-12 03:23:00,user4,2024-07-12 03:23:00,user5,2024-07-14 15:23:00,Email,Kolkata,Application,Error,Error issue observed,Server-82,High,Low,P1,L1 Support,user3,True,False,True,PRB9299,RFC1494,Azure,Network,Solved,user4,2024-07-13 23:23:00,2024-07-14 15:23:00
INC100286,Closed,False,2,3,4,False,user3,user4,2024-10-09 20:17:00,user4,2024-10-09 20:17:00,user1,2024-10-11 07:17:00,Phone,Delhi,Infrastructure,Memory,Memory issue observed,Server-73,High,Medium,P1,Security Team,user4,True,False,True,PRB8217,RFC9526,GCP,User Error,Cancelled,user2,2024-10-11 04:17:00,2024-10-11 07:17:00
INC100287,Closed,True,0,3,9,True,user3,user4,2023-07-19 03:32:00,user3,2023-07-19 03:32:00,user2,2023-07-19 23:32:00,Phone,Delhi,Application,Error,Error issue observed,Server-98,Low,Low,P3,Security Team,user5,False,False,True,PRB9277,RFC2629,GCP,User Error,Solved,user1,2023-07-19 13:32:00,2023-07-19 23:32:00
INC100288,In Progress,True,4,1,1,True,user1,user2,2023-06-05 21:27:00,user3,2023-06-05 21:27:00,user1,2023-06-08 12:27:00,Phone,Delhi,Network,Packet Loss,Packet Loss issue observed,Server-5,Low,Medium,P3,L1 Support,user2,True,False,True,PRB3388,RFC1048,AWS,User Error,Solved,user1,2023-06-07 12:27:00,2023-06-08 12:27:00
INC100289,Closed,True,2,3,6,True,user2,user2,2024-02-11 05:56:00,user1,2024-02-11 05:56:00,user4,2024-02-14 09:56:00,Phone,Delhi,Security,Patch,Patch issue observed,Server-94,High,High,P1,L2 Support,user2,True,True,False,PRB1455,RFC8539,GCP,User Error,Solved,user1,2024-02-13 11:56:00,2024-02-14 09:56:00
INC100290,In Progress,False,4,1,7,False,user2,user4,2023-02-03 13:24:00,user4,2023-02-03 13:24:00,user1,2023-02-04 21:24:00,Portal,Mumbai,Security,Patch,Patch issue observed,Server-61,Low,Medium,P3,DB Team,user5,True,False,False,PRB7842,RFC1961,GCP,Software,Cancelled,user4,2023-02-04 06:24:00,2023-02-04 21:24:00
INC100291,New,False,2,1,6,True,user2,user3,2024-02-21 17:22:00,user2,2024-02-21 17:22:00,user4,2024-02-24 07:22:00,Email,Mumbai,Infrastructure,Memory,Memory issue observed,Server-41,Low,Low,P3,Security Team,user3,True,True,True,PRB7163,RFC1609,AWS,Network,Cancelled,user1,2024-02-23 10:22:00,2024-02-24 07:22:00
INC100292,In Progress,True,5,2,2,True,user5,user1,2023-12-14 11:23:00,user3,2023-12-14 11:23:00,user2,2023-12-16 05:23:00,Phone,Mumbai,Database,Connection,Connection issue observed,Server-100,Low,High,P3,L2 Support,user2,False,True,True,PRB5733,RFC7400,Azure,Network,Duplicate,user3,2023-12-15 08:23:00,2023-12-16 05:23:00
INC100293,Resolved,False,2,0,9,False,user5,user3,2024-06-08 03:51:00,user2,2024-06-08 03:51:00,user1,2024-06-09 00:51:00,Phone,Delhi,Infrastructure,CPU,CPU issue observed,Server-92,Medium,Low,P2,Network Team,user3,True,True,False,PRB1291,RFC5681,AWS,Software,Duplicate,user3,2024-06-08 04:51:00,2024-06-09 00:51:00
INC100294,New,True,4,3,7,False,user2,user2,2023-04-20 13:45:00,user5,2023-04-20 13:45:00,user3,2023-04-21 18:45:00,Portal,Delhi,Infrastructure,CPU,CPU issue observed,Server-41,High,Medium,P1,L2 Support,user4,False,True,False,PRB3747,RFC5513,AWS,User Error,Solved,user1,2023-04-21 08:45:00,2023-04-21 18:45:00
INC100295,Resolved,True,3,1,5,True,user3,user5,2024-01-18 20:42:00,user1,2024-01-18 20:42:00,user2,2024-01-21 17:42:00,Email,Mumbai,Application,Crash,Crash issue observed,Server-70,Low,High,P3,Security Team,user4,True,False,True,PRB4861,RFC4970,Azure,Hardware,Duplicate,user4,2024-01-21 06:42:00,2024-01-21 17:42:00
INC100296,Closed,False,1,2,5,False,user2,user3,2024-05-18 05:57:00,user5,2024-05-18 05:57:00,user4,2024-05-21 13:57:00,Portal,Bangalore,Application,Slow Response,Slow Response issue observed,Server-33,Low,Low,P3,L2 Support,user5,True,False,True,PRB4489,RFC1579,GCP,User Error,Cancelled,user3,2024-05-20 18:57:00,2024-05-21 13:57:00
INC100297,Closed,False,1,3,7,False,user1,user2,2024-11-25 10:23:00,user2,2024-11-25 10:23:00,user3,2024-11-28 10:23:00,Email,Kolkata,Network,DNS,DNS issue observed,Server-81,Medium,Medium,P2,DB Team,user2,True,True,True,PRB2708,RFC6263,OnPrem,Network,Cancelled,user2,2024-11-27 13:23:00,2024-11-28 10:23:00
INC100298,New,False,5,3,6,False,user5,user2,2023-10-25 18:43:00,user5,2023-10-25 18:43:00,user4,2023-10-27 10:43:00,Email,Kolkata,Database,Connection,Connection issue observed,Server-61,Low,Medium,P3,DB Team,user1,True,False,False,PRB7972,RFC6768,GCP,User Error,Duplicate,user1,2023-10-27 08:43:00,2023-10-27 10:43:00
INC100299,In Progress,True,0,3,6,False,user2,user1,2023-10-24 09:18:00,user4,2023-10-24 09:18:00,user5,2023-10-26 10:18:00,Phone,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-79,Medium,Medium,P2,DB Team,user3,False,False,True,PRB8550,RFC1897,OnPrem,Software,Solved,user3,2023-10-25 18:18:00,2023-10-26 10:18:00
INC100300,Resolved,True,3,1,2,True,user2,user1,2023-11-12 00:00:00,user1,2023-11-12 00:00:00,user4,2023-11-14 00:00:00,Email,Bangalore,Infrastructure,CPU,CPU issue observed,Server-39,Medium,High,P2,DB Team,user4,False,False,False,PRB9152,RFC6920,AWS,Software,Solved,user3,2023-11-13 00:00:00,2023-11-14 00:00:00
INC100301,In Progress,False,5,1,4,True,user5,user1,2024-05-19 20:15:00,user1,2024-05-19 20:15:00,user4,2024-05-22 01:15:00,Phone,Bangalore,Database,Deadlock,Deadlock issue observed,Server-43,High,High,P1,L1 Support,user1,False,True,True,PRB7217,RFC5794,GCP,Software,Cancelled,user5,2024-05-21 07:15:00,2024-05-22 01:15:00
INC100302,In Progress,True,2,3,2,True,user2,user2,2023-04-10 04:59:00,user3,2023-04-10 04:59:00,user1,2023-04-10 21:59:00,Portal,Kolkata,Network,DNS,DNS issue observed,Server-43,High,Medium,P1,L1 Support,user2,True,True,True,PRB7888,RFC7492,GCP,Network,Solved,user3,2023-04-10 20:59:00,2023-04-10 21:59:00
INC100303,Closed,True,0,1,7,True,user2,user2,2023-08-16 02:51:00,user4,2023-08-16 02:51:00,user4,2023-08-16 13:51:00,Phone,Bangalore,Database,Query Slow,Query Slow issue observed,Server-43,High,Low,P1,L1 Support,user1,True,True,False,PRB3431,RFC4744,AWS,Network,Cancelled,user2,2023-08-16 05:51:00,2023-08-16 13:51:00
INC100304,In Progress,True,2,2,1,True,user4,user2,2024-07-10 22:23:00,user5,2024-07-10 22:23:00,user1,2024-07-11 19:23:00,Email,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-75,Medium,Low,P2,Network Team,user5,True,False,True,PRB4896,RFC4292,GCP,Network,Duplicate,user3,2024-07-11 04:23:00,2024-07-11 19:23:00
INC100305,In Progress,False,2,1,5,False,user3,user3,2023-01-16 23:36:00,user2,2023-01-16 23:36:00,user5,2023-01-18 05:36:00,Email,Kolkata,Application,Crash,Crash issue observed,Server-11,Low,High,P3,Security Team,user2,False,False,False,PRB8059,RFC1872,AWS,Network,Duplicate,user4,2023-01-17 13:36:00,2023-01-18 05:36:00
